,State,Area_name,Latitude,Longitude
2819,VT,Windham,+42.999143°,–72.716335°
2820,VT,Windsor,+43.588143°,–72.591515°
2821,VA,Accomack,+37.765944°,–75.757807°
2822,VA,Albemarle,+38.024184°,–78.553506°
2823,VA,Alleghany,+37.787905°,–80.008669°
2824,VA,Amelia,+37.336131°,–77.973218°
2825,VA,Amherst,+37.630362°,–79.147848°
2826,VA,Appomattox,+37.370725°,–78.810940°
2827,VA,Arlington,+38.878337°,–77.100703°
2828,VA,Augusta,+38.167807°,–79.146682°
2829,VA,Bath,+38.068988°,–79.732898°
2830,VA,Bedford,+37.312408°,–79.527947°
2831,VA,Bland,+37.130612°,–81.125853°
2832,VA,Botetourt,+37.553193°,–79.805318°
2833,VA,Brunswick,+36.764531°,–77.860916°
2834,VA,Buchanan,+37.268120°,–82.038151°
2835,VA,Buckingham,+37.573928°,–78.529169°
2836,VA,Campbell,+37.210151°,–79.095429°
2837,VA,Caroline,+38.030319°,–77.352348°
2838,VA,Carroll,+36.732426°,–80.728043°
2839,VA,Charles City,+37.361048°,–77.054171°
2840,VA,Charlotte,+37.014091°,–78.661424°
2841,VA,Chesterfield,+37.378434°,–77.585847°
2842,VA,Clarke,+39.115931°,–77.992004°
2843,VA,Craig,+37.473129°,–80.231734°
2844,VA,Culpeper,+38.485930°,–77.956476°
2845,VA,Cumberland,+37.520189°,–78.252836°
2846,VA,Dickenson,+37.137081°,–82.349208°
2847,VA,Dinwiddie,+37.073498°,–77.635492°
2848,VA,Essex,+37.939480°,–76.941871°
2849,VA,Fairfax,+38.833743°,–77.276117°
2850,VA,Fauquier,+38.744103°,–77.821585°
2851,VA,Floyd,+36.931438°,–80.350309°
2852,VA,Fluvanna,+37.830606°,–78.284445°
2853,VA,Franklin,+36.992350°,–79.883959°
2854,VA,Frederick,+39.203637°,–78.263916°
2855,VA,Giles,+37.311930°,–80.717178°
2856,VA,Gloucester,+37.403541°,–76.523505°
2857,VA,Goochland,+37.724166°,–77.914273°
2858,VA,Grayson,+36.656303°,–81.225337°
2859,VA,Greene,+38.297981°,–78.470163°
2860,VA,Greensville,+36.680225°,–77.560261°
2861,VA,Halifax,+36.766461°,–78.939614°
2862,VA,Hanover,+37.760166°,–77.490992°
2863,VA,Henrico,+37.437521°,–77.300333°
2864,VA,Henry,+36.620593°,–79.980584°
2865,VA,Highland,+38.356672°,–79.567958°
2866,VA,Isle of Wight,+36.901418°,–76.707569°
2867,VA,James City,+37.324427°,–76.778319°
2868,VA,King and Queen,+37.720995°,–76.891090°
2869,VA,King George,+38.277179°,–77.162702°
2870,VA,King William,+37.708260°,–77.091054°
2871,VA,Lancaster,+37.703831°,–76.413199°
2872,VA,Lee,+36.702162°,–83.130334°
2873,VA,Loudoun,+39.081130°,–77.638857°
2874,VA,Louisa,+37.971681°,–77.959178°
2875,VA,Lunenburg,+36.945757°,–78.242313°
2876,VA,Madison,+38.412059°,–78.276961°
2877,VA,Mathews,+37.425348°,–76.268808°
2878,VA,Mecklenburg,+36.687256°,–78.368959°
2879,VA,Middlesex,+37.606828°,–76.527958°
2880,VA,Montgomery,+37.174885°,–80.387314°
2881,VA,Nelson,+37.790016°,–78.879394°
2882,VA,New Kent,+37.498974°,–76.993339°
2883,VA,Northampton,+37.302629°,–75.923868°
2884,VA,Northumberland,+37.856974°,–76.379687°
2885,VA,Nottoway,+37.143696°,–78.052162°
2886,VA,Orange,+38.250439°,–78.009980°
2887,VA,Page,+38.623751°,–78.490471°
2888,VA,Patrick,+36.667327°,–80.286141°
2889,VA,Pittsylvania,+36.821721°,–79.398502°
2890,VA,Powhatan,+37.549404°,–77.912855°
2891,VA,Prince Edward,+37.224881°,–78.432957°
2892,VA,Prince George,+37.187326°,–77.220993°
2893,VA,Prince William,+38.702332°,–77.478887°
2894,VA,Pulaski,+37.063385°,–80.713444°
2895,VA,Rappahannock,+38.684522°,–78.168824°
2896,VA,Richmond,+37.942894°,–76.730561°
2897,VA,Roanoke,+37.331077°,–80.190110°
2898,VA,Rockbridge,+37.814517°,–79.447754°
2899,VA,Rockingham,+38.511257°,–78.876307°
2900,VA,Russell,+36.933420°,–82.095934°
2901,VA,Scott,+36.712778°,–82.613627°
2902,VA,Shenandoah,+38.856204°,–78.573987°
2903,VA,Smyth,+36.842318°,–81.539786°
2904,VA,Southampton,+36.720173°,–77.103856°
2905,VA,Spotsylvania,+38.182311°,–77.656280°
2906,VA,Stafford,+38.418933°,–77.459043°
2907,VA,Surry,+37.119761°,–76.880172°
2908,VA,Sussex,+36.926645°,–77.259732°
2909,VA,Tazewell,+37.125395°,–81.562924°
2910,VA,Warren,+38.908187°,–78.207131°
2911,VA,Washington,+36.747813°,–81.950291°
2912,VA,Westmoreland,+38.109191°,–76.804170°
2913,VA,Wise,+36.974561°,–82.621560°
2914,VA,Wythe,+36.901471°,–81.084209°
2915,VA,York,+37.220914°,–76.395533°
2916,VA,Alexandria [9],+38.818343°,–77.082026°
2917,VA,Bedford [9],+37.338156°,–79.520705°
2918,VA,Bristol [9],+36.616954°,–82.157564°
2919,VA,Buena Vista [9],+37.731663°,–79.356375°
2920,VA,Charlottesville [9],+38.037658°,–78.485381°
2921,VA,Chesapeake [9],+36.679376°,–76.301788°
2922,VA,Colonial Heights [9],+37.261685°,–77.396804°
2923,VA,Covington [9],+37.778143°,–79.986039°
2924,VA,Danville [9],+36.583334°,–79.408071°
2925,VA,Emporia [9],+36.696182°,–77.535975°
2926,VA,Fairfax [9],+38.853183°,–77.299025°
2927,VA,Falls Church [9],+38.883787°,–77.174639°
2928,VA,Franklin [9],+36.684014°,–76.941396°
2929,VA,Fredericksburg [9],+38.299272°,–77.486658°
2930,VA,Galax [9],+36.665640°,–80.914308°
2931,VA,Hampton [9],+37.048030°,–76.297149°
2932,VA,Harrisonburg [9],+38.436013°,–78.874197°
2933,VA,Hopewell [9],+37.291010°,–77.298944°
2934,VA,Lexington [9],+37.782332°,–79.444320°
2935,VA,Lynchburg [9],+37.399016°,–79.195458°
2936,VA,Manassas [9],+38.747561°,–77.484727°
2937,VA,Manassas Park [9],+38.768991°,–77.448681°
2938,VA,Martinsville [9],+36.683527°,–79.863648°
2939,VA,Newport News [9],+37.075978°,–76.521719°
2940,VA,Norfolk [9],+36.923015°,–76.244641°
2941,VA,Norton [9],+36.931549°,–82.625996°
2942,VA,Petersburg [9],+37.204730°,–77.392368°
2943,VA,Poquoson [9],+37.128360°,–76.303534°
2944,VA,Portsmouth [9],+36.859430°,–76.356269°
2945,VA,Radford [9],+37.120036°,–80.557048°
2946,VA,Richmond [9],+37.531399°,–77.476009°
2947,VA,Roanoke [9],+37.277830°,–79.958472°
2948,VA,Salem [9],+37.285333°,–80.055241°
2949,VA,Staunton [9],+38.158056°,–79.061501°
2950,VA,Suffolk [9],+36.697157°,–76.634781°
2951,VA,Virginia Beach [9],+36.779322°,–76.024020°
2952,VA,Waynesboro [9],+38.067157°,–78.901420°
2953,VA,Williamsburg [9],+37.269293°,–76.706717°
2954,VA,Winchester [9],+39.173869°,–78.176356°
2955,WA,Adams,+47.004840°,–118.533308°
2956,WA,Asotin,+46.181861°,–117.227781°
2957,WA,Benton,+46.228072°,–119.516864°
2958,WA,Chelan,+47.859892°,–120.618543°
2959,WA,Clallam,+48.113009°,–123.930611°
2960,WA,Clark,+45.771674°,–122.485903°
2961,WA,Columbia,+46.292851°,–117.911635°
2962,WA,Cowlitz,+46.185923°,–122.658682°
2963,WA,Douglas,+47.735866°,–119.695880°
2964,WA,Ferry,+48.437246°,–118.517074°
2965,WA,Franklin,+46.534580°,–118.906944°
2966,WA,Garfield,+46.429474°,–117.536715°
2967,WA,Grant,+47.213633°,–119.467788°
2968,WA,Grays Harbor,+47.142786°,–123.827043°
2969,WA,Island,+48.158436°,–122.670503°
2970,WA,Jefferson,+47.802641°,–123.521810°
2971,WA,King,+47.493554°,–121.832375°
2972,WA,Kitsap,+47.639687°,–122.649636°
2973,WA,Kittitas,+47.124444°,–120.676714°
2974,WA,Klickitat,+45.869509°,–120.780117°
2975,WA,Lewis,+46.580071°,–122.377444°
2976,WA,Lincoln,+47.582718°,–118.417668°
2977,WA,Mason,+47.354126°,–123.173850°
2978,WA,Okanogan,+48.550971°,–119.691035°
2979,WA,Pacific,+46.556587°,–123.782419°
2980,WA,Pend Oreille,+48.543877°,–117.232183°
2981,WA,Pierce,+47.040716°,–122.144709°
2982,WA,San Juan,+48.508862°,–123.100616°
2983,WA,Skagit,+48.493066°,–121.816278°
2984,WA,Skamania,+46.024782°,–121.953227°
2985,WA,Snohomish,+48.054913°,–121.766412°
2986,WA,Spokane,+47.620379°,–117.404392°
2987,WA,Stevens,+48.390648°,–117.854897°
2988,WA,Thurston,+46.932598°,–122.829441°
2989,WA,Wahkiakum,+46.294638°,–123.424458°
2990,WA,Walla Walla,+46.254606°,–118.480374°
2991,WA,Whatcom,+48.842653°,–121.836433°
2992,WA,Whitman,+46.903322°,–117.522962°
2993,WA,Yakima,+46.456558°,–120.740145°
2994,WV,Barbour,+39.139754°,–79.996914°
2995,WV,Berkeley,+39.457854°,–78.032338°
2996,WV,Boone,+38.022838°,–81.713314°
2997,WV,Braxton,+38.699302°,–80.731649°
2998,WV,Brooke,+40.272645°,–80.578691°
2999,WV,Cabell,+38.419580°,–82.243392°
3000,WV,Calhoun,+38.844159°,–81.115478°
3001,WV,Clay,+38.459826°,–81.081866°
3002,WV,Doddridge,+39.263482°,–80.701147°
3003,WV,Fayette,+38.030933°,–81.086051°
3004,WV,Gilmer,+38.915865°,–80.849409°
3005,WV,Grant,+39.105988°,–79.195064°
3006,WV,Greenbrier,+37.924418°,–80.450590°
3007,WV,Hampshire,+39.312140°,–78.611989°
3008,WV,Hancock,+40.516931°,–80.570057°
3009,WV,Hardy,+39.010818°,–78.843641°
3010,WV,Harrison,+39.279199°,–80.386487°
3011,WV,Jackson,+38.834234°,–81.677717°
3012,WV,Jefferson,+39.307399°,–77.863220°
3013,WV,Kanawha,+38.328061°,–81.523522°
3014,WV,Lewis,+38.988844°,–80.495518°
3015,WV,Lincoln,+38.171651°,–82.077547°
3016,WV,Logan,+37.830591°,–81.940853°
3017,WV,McDowell,+37.382663°,–81.658205°
3018,WV,Marion,+39.505839°,–80.243402°
3019,WV,Marshall,+39.854717°,–80.671378°
3020,WV,Mason,+38.759288°,–82.024172°
3021,WV,Mercer,+37.403448°,–81.106456°
3022,WV,Mineral,+39.405626°,–78.956581°
3023,WV,Mingo,+37.721151°,–82.158993°
3024,WV,Monongalia,+39.633645°,–80.059074°
3025,WV,Monroe,+37.550353°,–80.547891°
3026,WV,Morgan,+39.554835°,–78.257314°
3027,WV,Nicholas,+38.291416°,–80.797516°
3028,WV,Ohio,+40.098932°,–80.620728°
3029,WV,Pendleton,+38.686836°,–79.333707°
3030,WV,Pleasants,+39.368133°,–81.161172°
3031,WV,Pocahontas,+38.332513°,–80.012092°
3032,WV,Preston,+39.469030°,–79.668865°
3033,WV,Putnam,+38.510513°,–81.906109°
3034,WV,Raleigh,+37.762470°,–81.264671°
3035,WV,Randolph,+38.781087°,–79.867783°
3036,WV,Ritchie,+39.177112°,–81.066317°
3037,WV,Roane,+38.743033°,–81.354502°
3038,WV,Summers,+37.656003°,–80.856315°
3039,WV,Taylor,+39.329072°,–80.045629°
3040,WV,Tucker,+39.111175°,–79.559968°
3041,WV,Tyler,+39.465981°,–80.879493°
3042,WV,Upshur,+38.902537°,–80.231335°
3043,WV,Wayne,+38.145531°,–82.419698°
3044,WV,Webster,+38.492985°,–80.430262°
3045,WV,Wetzel,+39.596574°,–80.634394°
3046,WV,Wirt,+39.020034°,–81.382975°
3047,WV,Wood,+39.211679°,–81.515928°
3048,WV,Wyoming,+37.603717°,–81.548884°
3049,WI,Adams,+43.973763°,–89.767223°
3050,WI,Ashland,+46.546291°,–90.665154°
3051,WI,Barron,+45.437192°,–91.852892°
3052,WI,Bayfield,+46.634199°,–91.177282°
3053,WI,Brown,+44.473961°,–87.995926°
3054,WI,Buffalo,+44.389759°,–91.758714°
3055,WI,Burnett,+45.865255°,–92.367978°
3056,WI,Calumet,+44.078410°,–88.212132°
3057,WI,Chippewa,+45.069092°,–91.283505°
3058,WI,Clark,+44.733596°,–90.610201°
3059,WI,Columbia,+43.471882°,–89.330472°
3060,WI,Crawford,+43.249910°,–90.951230°
3061,WI,Dane,+43.067468°,–89.417852°
3062,WI,Dodge,+43.422706°,–88.704379°
3063,WI,Door,+45.067808°,–87.087936°
3064,WI,Douglas,+46.463316°,–91.892580°
3065,WI,Dunn,+44.947741°,–91.897720°
3066,WI,Eau Claire,+44.726355°,–91.286414°
3067,WI,Florence,+45.849646°,–88.400322°
3068,WI,Fond du Lac,+43.754722°,–88.493284°
3069,WI,Forest,+45.666882°,–88.773225°
3070,WI,Grant,+42.870062°,–90.695368°
3071,WI,Green,+42.677728°,–89.605639°
3072,WI,Green Lake,+43.761410°,–88.987228°
3073,WI,Iowa,+43.001021°,–90.133692°
3074,WI,Iron,+46.326550°,–90.261299°
3075,WI,Jackson,+44.324895°,–90.806541°
3076,WI,Jefferson,+43.013807°,–88.773986°
3077,WI,Juneau,+43.932836°,–90.113984°
3078,WI,Kenosha,+42.579703°,–87.424898°
3079,WI,Kewaunee,+44.500949°,–87.161813°
3080,WI,La Crosse,+43.908222°,–91.111758°
3081,WI,Lafayette,+42.655578°,–90.130292°
3082,WI,Langlade,+45.259204°,–89.068190°
3083,WI,Lincoln,+45.338319°,–89.742082°
3084,WI,Manitowoc,+44.105108°,–87.313828°
3085,WI,Marathon,+44.898036°,–89.757823°
3086,WI,Marinette,+45.346899°,–87.991198°
3087,WI,Marquette,+43.826053°,–89.409095°
3088,WI,Menominee,+44.991304°,–88.669251°
3089,WI,Milwaukee,+43.017655°,–87.481575°
3090,WI,Monroe,+43.945175°,–90.619969°
3091,WI,Oconto,+44.996575°,–88.206516°
3092,WI,Oneida,+45.713791°,–89.536693°
3093,WI,Outagamie,+44.418226°,–88.464988°
3094,WI,Ozaukee,+43.360715°,–87.496553°
3095,WI,Pepin,+44.627436°,–91.834890°
3096,WI,Pierce,+44.725337°,–92.426279°
3097,WI,Polk,+45.468030°,–92.453154°
3098,WI,Portage,+44.476246°,–89.498070°
3099,WI,Price,+45.679072°,–90.359650°
3100,WI,Racine,+42.754075°,–87.414676°
3101,WI,Richland,+43.376199°,–90.435693°
3102,WI,Rock,+42.669931°,–89.075119°
3103,WI,Rusk,+45.472734°,–91.136745°
3104,WI,St. Croix,+45.028959°,–92.447284°
3105,WI,Sauk,+43.427998°,–89.943329°
3106,WI,Sawyer,+45.864913°,–91.147130°
3107,WI,Shawano,+44.789641°,–88.755813°
3108,WI,Sheboygan,+43.746002°,–87.730546°
3109,WI,Taylor,+45.211656°,–90.504853°
3110,WI,Trempealeau,+44.303050°,–91.358867°
3111,WI,Vernon,+43.599858°,–90.815226°
3112,WI,Vilas,+46.049848°,–89.501254°
3113,WI,Walworth,+42.668110°,–88.541731°
3114,WI,Washburn,+45.892463°,–91.796423°
3115,WI,Washington,+43.391156°,–88.232917°
3116,WI,Waukesha,+43.019308°,–88.306707°
3117,WI,Waupaca,+44.478004°,–88.967006°
3118,WI,Waushara,+44.112825°,–89.239752°
3119,WI,Winnebago,+44.085707°,–88.668149°
3120,WI,Wood,+44.461413°,–90.038825°
3121,WY,Albany,+41.665514°,–105.721883°
3122,WY,Big Horn,+44.525654°,–107.993321°
3123,WY,Campbell,+44.241321°,–105.552029°
3124,WY,Carbon,+41.703590°,–106.933153°
3125,WY,Converse,+42.972839°,–105.507367°
3126,WY,Crook,+44.589266°,–104.567298°
3127,WY,Fremont,+43.055303°,–108.605531°
3128,WY,Goshen,+42.089580°,–104.353482°
3129,WY,Hot Springs,+43.720871°,–108.435652°
3130,WY,Johnson,+44.044048°,–106.588541°
3131,WY,Laramie,+41.292830°,–104.660395°
3132,WY,Lincoln,+42.228788°,–110.679842°
3133,WY,Natrona,+42.973641°,–106.764877°
3134,WY,Niobrara,+43.062159°,–104.468373°
3135,WY,Park,+44.492387°,–109.593598°
3136,WY,Platte,+42.130319°,–104.960809°
3137,WY,Sheridan,+44.781369°,–106.881211°
3138,WY,Sublette,+42.767928°,–109.916170°
3139,WY,Sweetwater,+41.660339°,–108.875676°
3140,WY,Teton,+44.049321°,–110.588102°
3141,WY,Uinta,+41.284726°,–110.558947°
3142,WY,Washakie,+43.878831°,–107.669052°
3143,WY,Weston,+43.846213°,–104.570020°
